"name","url","description","platform","location"
"Samsýnehf","http://data.samsyn.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Iceland"
"ECWRPC","http://data.ecwrpc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri","http://data.johntestingtrial.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri Federal Health Open Data","http://esrifederal.health.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri Story Maps-Open Data-Copy","http://data.story.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"VCU Rice Rivers Center","http://vcuriceriverscenter.vcu.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Westchester County Open Data","http://data.wcgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Avoin Data-Kopioi","http://avoindata-1.esrifinland.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"Départementdu Var","http://data.cgvar.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"ODLAA-åbendatatil Labview","http://odlaa.aakmef.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Operation United Assistance(Unclassified)","http://data.setaf.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Guinea"
"Union County,PA","http://gis.unioncounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"US Census Bureau","http://census.dcdev.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Mapping Data","http://mappingdata.esriireland.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ireland"
"Gemeente Staphorst","http://data.gemeentestaphorst.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Galway County Opendata","http://data.galwaycoco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ireland"
"北海道自然環境地理情報オープンデータサイト","http://data2.rakuno-gis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Esri EASolutions","http://vegetation.esrieasolutions.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Kenya"
"World Vision GI Sopendata","http://worldviaioneastafricaregion.gspace.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Kenya"
"Gemeente Goirle","http://data.goirle.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Systematics","http://data.systematics.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Gaza Strip"
"National Geospatial-Intelligence Agency Nepal Earthquake","http://nepal.nga.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Nepal"
"Esri UK Bureau","http://data.bureau.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Open Data Viewer-Cabarrus County,NC","http://gis.cabarrus.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Port Angeles,WA","http://data.pawa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Summit Natural Gas","http://gis.summitutilities.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Townof Pendleton,IN","http://pendleton.mccog.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"US Census Bureau-Evaluation Version","http://data.censusbeta.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Utah Trust Lands Administration","http://utah.sitla.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri EASolutions Open Data","http://easternafricacapitals.esrieasolutions.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ethiopia"
"Porin Kaupunki","http://data.pori.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"HNIT-BALTICUAB Arc GIS Onlinedemopaskyra","http://data.hb.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"STAR Data Explore","https://data.explore.star.fr",,"OpenDataSoft","Rennes, France"
"Expediciónde Datos CR","http://datos.geomaticacr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"ICE Sector Electricidad","http://data.ice-se.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"BostonMaps: Open Data","http://bostonopendata.boston.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Albany Open Data","http://cityofalbanyopendata.albanyny.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Denton GIS Technology Services","http://data-dev.dentontxgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Philadelphia-internalonly","http://data.philly.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Pompano Beach Open Data","http://cityofpompanobeachopendata.pompanobeach.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Coshocton County GIS","http://data.coshcoeng.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Development Org Open Data","http://data.arcgis4localgov2.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Waupaca County Land Information Data","http://data.waupacacounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Massa Info Julkinen","http://massainfojulkinen.esrifinland.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"Sitededémo Open Data-Esri France","http://demo.esrifrance.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Données Martin","http://martinc.esrica-services.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Mali"
"GPMR Open Data","http://telechargement.gpmr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"SIGRéseaux","http://sig.reseaux.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Versailles Open Data","http://www.cavgp.opendata.arcgis.com/",,"ArcGIS Open Data","France"
"Cybertech Systems& Software","http://data.csslce.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","India"
"Dati","http://dati.globo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"One Team Open Data","http://oneteamopendata.oneteam.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"流山市オープンデータマップ","http://data1.nagareyamamidori.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Northland Regional Council Open Data","http://data.nrcgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","New Zealand"
"Ethiopian Natural Resources User Community","http://ethiopianr.gspace.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Uganda"
"Daticos-Datos Abiertos Geotecnologias S.A.","http://daticos.geotec.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"City of Chesapeake,VAOpen Data Site","http://public.chesva.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Fort Lauderdale","http://data.fortlauderdale.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Don Meltz AGIS","http://donmeltzagis.dmeltz.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Washington County,MN","http://data.wcmn.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Cyber","http://data.cba.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","India"
"あずまっぷ-板橋区オープンデータポータル-カタログサイト","http://catalog.azumao.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Wyoming Gameand Fish Open Data","http://wyowildlife.wgfd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"CAVersailles Grand Parc","http://www.cavgp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Ebola Open Data","http://ebolaopendata.nga.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ghana"
"REACH","http://reach.acted.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Libyan Arab Jamahiriya"
"ESRIジャパン株式会社","http://kaiyosample.ej.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Rakuno Gakuen University","http://data.rakuno-gis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"New Plymouth District Council","http://data.npdc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","New Zealand"
"Gemeente Echt-Susteren","http://data.e-s.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Open Data Peru Interorganizacional","http://opendataperu.mitelematica.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"Esri Support Services Isolated Org","http://data5.ess-ioo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"gamenoiiz006","http://rayongacc.gamenoiiz006.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Thailand"
"אתרשיתוףהמידעשלפורטלהשטחיםהפתוחים","http://olp.deshe.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Jordan"
"SĮ„ Susisiekimopaslaugos“","http://atviriduomenys.sisp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Lithuania"
"Cyfoeth Naturiol Cymru","http://cyfoethnaturiolcymru.cncnrw.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Open Data Peru","http://opendataperu.mysupport.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"Secretaríade Obras Públicasdela Nación Argentina","http://gestion.gsop.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Argentina"
"Belize Elections","http://electionsbze.tbsl.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belize"
"Hennepin County GIS Open Data","http://gis.hennepin.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"HUD Zillow Hackathon Open Data","http://zillowhack.hud.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Jeremy AGOL Trial150325","http://data2.jat150325.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Mahaska County","http://mahps.mahaska.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Maryland","http://imap.maryland.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"Maui County Land Mapping Portal","http://mauicountydataportal.malama.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Montclair State University Sustainable Situation Room","http://msuinsitu.sustainablemsu.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Ohio Environmental Protection Agency","http://data.oepa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Regional Transportation Data Clearinghouse","http://rtdc.mwcog.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Townof Groton,CT Open Data Site","http://data.grotongis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Geographic Views","http://data.mountagung.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Georgia Tech Open GIS Data","http://gtopengisdata.gtmaps.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"MDOT Open Data-Home","http://gis.mdot.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Sean K. Mc Ginnis","http://open.seankmcg.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Stephenson Disaster Management Institute","http://data.sdmi.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Townof Erie,CO","http://data.erieco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Opengeodata","http://opengeodata.d11esrifrance.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Pickens County,SC-Gov Open Data","http://pickcosc.pickenscosc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"San Antonio Regional Office","http://data1.cosa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Smith Roberts Baldischwiler GIS","http://data.srb.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Stateof Michigan","http://uat.michigan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Comunedi Rimini","http://comunedirimini.pianif-territ.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"VALUELAB","http://data.valuelab.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"Open Street Mapマッピングパーティー用情報共有サイト","http://happymapping.ejopendataportal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Info Graph-Technical Support","http://data.technicalsupport.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Jordan"
"gemeente3010","http://data.gemeente3010.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Villa Online Open Data","http://villaonlineopendata.telematicaonline.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"IS-Spatial Intelligence","http://data.sypgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Ramat Hanadiv Open Data","http://gis.ramathanadiv.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Israel"
"Consorziodibonificadellamediapianurabergamasca","http://data.cbonificabergamo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"Atlas Nacionalde Riesgos","http://data.cenapred.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Mexico"
"Rotorua Lakes Council Spatial Data","http://rlcpublicdata.boplass.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","New Zealand"
"Gemeente Tilburg","http://data.tilburg.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Associaçãode Beneficiáriosdo Roxo","http://qarsc.abroxo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Portugal"
"Causeway Coastand Glens Open Data-Copy","http://data-1.cbcni.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Wairarapa Councils","http://data.wairarapa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","New Zealand"
"Arc GIS Gebruikersgroep Nederland","http://data.aggn.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Esri Nederland","http://data.jraemaekers.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Open Data Den Haag GEO Portaal","http://geoportaal.ddh.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Open Data Peru Interorganizacional-Copiar-2","http://opendataperu-2.mitelematica.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"Colas Limited","http://data.colas.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Kent GIS Open Data Geo Portal","http://data.kentcounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Paul Hickson OD","http://data.techsupportuk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Město Litoměřice Open Data","http://data.litomerice.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Esri UK Defra","http://defra.govportal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Esri UK Technical Support Open Data-Copy","http://esriuktechnicalsupportopendata-1.techsupportuk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Greenshoots Housing","http://data.greenshoots.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Arendalenkommune","http://data.testkommune.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"SERVIR-Mekong","http://index.servirmekong.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Thailand"
"MDC Open Data","http://data.marlborough.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","New Zealand"
"Crane Valley Partnership-Citizen Crane","http://data.cranevalley.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Open_data","http://opendata.hsisro.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Reitroutenplaner","http://data.reitroutenplaner.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Switzerland"
"Uppsalakommun","http://uppsala.esrisverige.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"Crossrail","http://crossrail.techsupportuk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"ArcČR®500","http://arccr.arcdata.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"London Underground","http://data.tube.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"South West Highwaysltd","http://public.swh.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Aarhus GIS","http://data.aarhusgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Denmark"
"Juntade Comunidadesde Castilla-La Mancha","http://data.castillalamancha.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"Brookline","http://data.brookline.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"CAPCOG","http://capcog.assessoroffice.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Davis","http://data.davis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Flagstaff","http://data.flagstaff.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Ed Services Open Data","http://opendatabeta.esri-ed-demo-sa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"АтласэкологическихпроблемАзовскогоморя","http://data.ssc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Georgia"
"Universitadeglistudidi Milano-Bicocca","http://data.unibicocca.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"Geodan Open Data(inaanbouw)","http://beta.geodan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Villa Online","http://villaonline.mitelematica.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"אתרשיתוףהמידעשלמכוןדש"א","http://data.deshe.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Gaza Strip"
"REACH Data Repository","http://data2.reach-initiative.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sudan"
"Suriname Online","http://data.surinameonline.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Suriname"
"Geodatakurs Open Data","http://geodata.kurs.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"AGE Lopendatasite","http://agelopendatasite.agel.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Gemeente BK","http://data.bkgemeente.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"Open Dataportaal Gemeente Leeuwarden","http://portaal.gem-lwd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Netherlands"
"מינהלהתכנון","http://data.pnimgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Gaza Strip"
"Geomatic","http://data.geomatic.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Morocco"
"ČSÚ(demo)","http://data.csudemo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Öppnadata","http://trafikochparkeringsdata.karlskrona.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"Sunnyshire Open Data","http://sunnyshire.esriuk-aulg.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"West Berkshire Council","http://data.westberks.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Historickádatav GIS","http://historickygis.cuni.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Universityof Berne","http://laotest1.unibern.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Thailand"
"Urban Green Open","http://urbangreenopen.ugreen.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"ARCDATAŠkolení Open Data","http://od.arcdatapraha2.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Esri Sverigeskommunportal","http://kartor.kommun.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"demo","http://demo.esrith.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Thailand"
"EPS_ Peru","http://epsperu.mitelematica.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"Open Data Peru Interorganizacional-Copy","http://opendataperu-1.mitelematica.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Peru"
"ARCDATAPRAHASUPPORT","http://test1.arcdatapraha3.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Plzeňskýkraj","http://data.kupk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Czech Republic"
"Gislavedskommun","http://data.gislavedskommun.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"Helsingborg","http://helsingborg.esrisverige.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Sweden"
"City of Centerton,Arkansas","http://data.centertonar.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Norfolk","http://data.orf.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Palestine Open GIS Data","http://maps.palestinetexas.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Clark County GIS","http://data.ccgismo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Dauphin County,PA","http://data.dauphinco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Gilbert,Arizona","http://data.tog.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"marcela","http://data.zonificacion.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Colombia"
"Ebola","http://na.ebolaresponse.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Cote dIvoire"
"ONF Open Data","http://test.onf.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Carbon County MT","http://data.carboncomt.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Centerville","http://data.centervilleohio.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Madison,Wisconsin Open Map Data","http://data.cityofmadison.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Muskego Open Data","http://wi.muskego.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Nashua,NH Open Data","http://cityofnashuanhopendata.nashuamaps.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Rockwall,TXGIS","http://data.rockwall.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"County Assessor Data Sharing Site","http://countyassessordatasharingsite-2.assessoroffice.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri Open Data(Beta)","http://beta.esri.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Franklin County,Ohio","http://data.fca.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Gahanna","http://maps.gahanna.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Kuwait Municipality","http://km.beirutgardens.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Kuwait"
"MEUC2014 Kuwait","http://data.meuc2014.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Kuwait"
"UDOT Open Data","http://udot.uplan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Universityof Virginia Library Open Data","http://data.uvalibrary.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Vista West Engineering","http://data.vwe.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"WSDOT Arc GIS Open Data Portal","http://data.wsdot.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Kaavoituksenladattaviapaikkatietoaineistoja","http://kaavoitus.agol-koulutus1.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"Communauté d'Agglomérationde Cités-en-Champagne","http://sig.agglo-chalons.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Universidad Técnica Nacional","http://data.utncr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"Arcville Open Data","http://data.arcville.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"BETA-Alaska Departmentof Environmental Conservation","http://beta.adec.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Mc Kinney","http://data1.mck.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Mesa Enterprise GIS Portal(old)","http://old.mesaaz.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Clay County,MN","http://data.claycountymn.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Departmentof Housingand Urban Development","http://egis.hud.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Food Security","http://data.foodsecurity.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Hack SMC","http://hacksmc.smcmaps.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Ashtabula County","http://ashtabulacounty.ashtabulacounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"BEXARMETRO9-1-1NETWORKDISTRICT","http://data.bm911.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"npo_esri","http://esri.nonprofits.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Mauritania"
"londonboroughoflambeth","http://data.lambethcouncil.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United Kingdom"
"Чебоксары-Телеком","http://arcgis.chbtk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Russia"
"Chatham-Kent Open Data","http://chathamkentopendata.chatham-kent.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
